fid,qc_id,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,fech_nc,cotizcn,mnt_pr_,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_nr_,crd_st_,tipo_br,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,longitd,latitud,nrmlzd_,ctgrs_m,icon_url
"504","501",PI-2022-C-9-E-93-00037983,2022,C9,ALCALDÍA DE EL CALLAO (EDO. BOLÍVAR),Sur,Bolívar,El Callao,Capital El Callao,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),64446.3087248322,2022/08/16,5.96,64446.3087248322,"Rehabilitación de la vialidad del Casco Central, tramo comprendido desde el Terminal de Pasajeros hasta la salida de San Luis, parroquia Sección Capital,  municipio El Callao, estado Bolívar","Se plantea el saneamiento de 1.400 m2 de baches, con un espesor promedio de 0,10 m, imprimación y repavimentación mediante el suministro, acarreo y colocación de 320 toneladas de mezcla asfáltica caliente tipo II, desde la planta ubicada a 200 km de",Culminado,"20","20","810255","628839",Rehabilitación o Mejora,1400,m2,Si,Mezcla Asfáltica Caliente Tipo Ii (Medidas En Toneladas),"320",carpeta,Elementos no asfalticos,-61.8278382122188,7.34445817162767,0.005338798030133,"2",./0.png
"505","502",PI-2022-C-9-E-95-00038097,2022,C9,ALCALDÍA DE EL SOCORRO (EDO. GUÁRICO),Los LLanos,Guárico,El Socorro,El Socorro,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),52684.5637583893,2022/08/16,5.96,52684.5637583893,"BACHEO EN LA CALLE AMBROSIO PLAZA DEL SECTOR PUEBLO, MUNICIPIO EL SOCORRO ESTADO GUÁRICO","SE REALIZARÁ EL BACHE EN DIFERENTES ÁREAS CRITICAS DE LA CALLE AMBROSIO PLAZA DEL SECTOR PUEBLO NUEVO LA CUAL CUENTA CON UNA LONGITUD DE 699 MTS, CON REPARACIONES LOCALIZADAS Y PROFUNDAS DEBIDO AL AVANZADO DETERIORO DE LA MISMA, PARA ELLO SE REALIZARÁ",Culminado,"20","20","995864","198057",Rehabilitación o Mejora,699,m2,Si,Asfalto En Caliente Por M3,"56",bacheo,Elementos no asfalticos,-65.7411917260022,8.99568369894645,-0.166792302343627,"1",./0.png
"506","503",PI-2023-C-10-E-186-00039699,2023,C10,ALCALDÍA DE MEJÍA (EDO. SUCRE),Oriental,Sucre,Mejía,Capital Mejía,Vialidad,Rural,11057.5139146568,2023/06/09,26.95,11057.5139146568,"REHABILITACION INTEGRAL DE LA VIALIDAD RURAL MATURINCITO-CHAGUARAMA, MUNICIPIO MEJIA, ESTADO SUCRE.","LA PRESENTE OBRA TIENE COMO FINALIDAD ADECUAR LA VIALIDAD RURAL QUE COMPRENDE EL TRAMO MATURINCITO-CHAGUARAMA DEL MUNICIPIO MEJIA, ESTADO SUCRE, MEDIANTE TRABAJOS DE EXCAVACIONES, RELLENO Y COMPACTACION, CONSTRUCCION DE MURO TIPO GAVION Y CICLOPEO, ALCAN",Culminado,"20","20","1143623","410568",Rehabilitación o Mejora,300,m2,Si,M3 Granzon Natural,"300",heterogeneo_asf,Elementos no asfalticos,-63.8308171987505,10.3350907138138,-0.775996966732979,"1",./0.png
"507","506",PI-2023-C-11-E-353-00039763,2023,C11,GOBERNACIÓN DE MONAGAS,Oriental,Monagas,Maturín,Santa Cruz,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),83135.2795660036,2023/06/27,27.65,83135.2795660036,"Pavimentación De La Vía Principal De Acceso Al Sector Las Carolinas, Ubicado En La Parroquia Santa Cruz, Municipio Maturín, Estado Monagas. Etapa II","Colocación De 802 Toneladas De Mezcla Asfáltica En Caliente, Carpeta Corrida, Empleando Maquinaria Pesada. Para Dar Continuidad A La Pavimentación De La Avenida Principal Del Sector Las Carolinas En Un Tramo De 3900 M².",Culminado,"20","20","1072114","474938",Rehabilitación o Mejora,3900,m2,Si,Asfalto,"802",carpeta,Elementos no asfalticos,-63.2335435736911,9.69370918873826,0.278848649240318,"2",./0.png
"508","507",PI-2023-C-11-E-354-00039797,2023,C11,GOBERNACIÓN DE NUEVA ESPARTA,Oriental,Nueva Esparta,Maneiro,Capital Maneiro,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),41374.321880651,2023/06/27,27.65,41374.321880651,"Bacheo, demarcación, y señalización de la Avenida Luisa Cáceres de Arismendi, sentido Pampatar La Asunción.","Bacheo en 875 m2 de vialidad, con la colocación y suministro de 113,10 toneladas de mezcla asfáltica tipo y la demarcación horizontal de lineas continuas de 1,5 Km con material termoplastico, la demarcación de líneas horizontal discontinuas de 0,60",Culminado,"20","20","1216790","410455",Rehabilitación o Mejora,875,m2,Si,Mezcla Asfaltica En Caliente En Toneladas,"113",bacheo,Elementos no asfalticos,-63.8150986433796,11.0010372684427,-0.332315733217442,"1",./0.png
"509","508",PI-2023-C-12-E-208-00039954,2023,C12,ALCALDÍA DE PADRE PEDRO CHIEN (EDO. BOLÍVAR),Sur,Bolívar,Padre Pedro Chien,Capital Padre Pedro Chien,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",87532.1069073238,2023/07/19,28.81,87532.1069073238,"Bacheo y reparación de la Vía del Manganeso a El Palmar(carretera regional Upata-El Palmar, del municipio Padre Pedro Chien del Estado Bolívar.","Suministro, Trasporte y Colocación de asfalto BAC 1 en carpeta continuas (Bacheo)y colocación de riego de adherencia  utilizando imprimación asfáltica trasportada en rosco y colocada en caliente en el sitio para la recuperación de la vialidad. acarr",Culminado,"20","20","885003","606108",Rehabilitación o Mejora,5000,m2,Si,Mezcla Asfaltica,"600",bacheo/carpeta,Elementos no asfalticos,-62.1059617666477,7.97562654052871,0.343195455821669,"2",./0.png
"510","509",PI-2023-C-12-E-74-00039928,2023,C12,ALCALDÍA DE CASACOIMA (EDO. DELTA AMACURO),Sur,Delta Amacuro,Casacoima,Juan Bautista Arismendi,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),55219.2362093352,2023/07/12,28.28,55219.2362093352,"REHABILITACIÓN DE LA AVENIDA PRINCIPAL SIMÓN BOLÍVAR TRAMO VIAL DESDE LA PLAZA EL AGUILA ARPÍA HASTA LOS CASTILLOS, PARROQUIA JUAN BAUTISTA ARISMENDIS, MUNICIPIO CASACOIMA ESTADO DELTA AMACURO.","CONSISTE EN LIMPIEZA GERERAL DEL AREA, LA PREPARACIÓN DE LA BASE, IMPRIMACIÓN Y COLOCACIÓN  DE 280 TONELADAS DE ASFALTO EN CALIENTE, PARA BACHEO Y COLOCACION DE CARPETAS PARA REHABILITAR 2000 MTS2 DE ESTE TRAMO VIAL, EMPLEANDO MAQUINARIAS PESADAS TIPO",Culminado,"20","20","939024","566183",Rehabilitación o Mejora,2000,m2,Si,Asfalto En Caliente,"280",bacheo/carpeta,Elementos no asfalticos,-62.5241168801217,8.42328482954971,-0.129697810045659,"1",./0.png
"511","510",PI-2023-C-12-E-95-00039931,2023,C12,ALCALDÍA DE EL SOCORRO (EDO. GUÁRICO),Los LLanos,Guárico,El Socorro,El Socorro,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),51193.0693069307,2023/07/12,28.28,51193.0693069307,"BACHEO DE LA CALLE MC GREGOR DEL SECTOR PUBLO NUEVO CENTRO, DEL MUNICIPIO EL SOCORRO ESTADO GUARICO","CONSISTE EN LA ESCARIFICACIÓN DE LA VIA PRINCIPALMENTE EN LAS DIFERENTES ÁREAS CRITICAS DE LA CALLE MC GREGOR E IMPRESION DE 718,39 TONELADAS DE ASFALTO CALIENTE PARA ASI LOGRAR LA REHABILITACIÓN DE 1.669,41 MTS2 DE LA VIALIDAD EMPLEANDO MAQUINARIA PE",Culminado,"20","20","994570","198612",Rehabilitación o Mejora,1669,m2,Si,Asfalto En Caliente Por M2,"1669",heterogeneo_asf,Elementos no asfalticos,-65.7443264242707,8.99800949537307,-0.188620065304258,"1",./0.png
"512","511",PI-2023-C-12-E-95-00039960,2023,C12,ALCALDÍA DE EL SOCORRO (EDO. GUÁRICO),Los LLanos,Guárico,El Socorro,El Socorro,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),37979.4908062235,2023/07/12,28.28,37979.4908062235,"BACHEO DE LA CALLE RONDON DEL SECTOR CENTRO, DEL MUNICIPIO EL SOCORRO ESTADO GUARICO","CONSISTE EN LA ESCARIFICACIÓN DE LA VIA EN LAS DIFERENTES Y PRINCIPALES ÁREAS CRITICAS DE LA CALLE RONDON E IMPRESION DE 380,56 TONELADAS DE ASFALTO CALIENTE PARA ASI LOGRAR LA REHABILITACIÓN DE 883 MTS2 DE LA VIALIDAD EMPLEANDO MAQUINARIA PESADA TIPO",Culminado,"20","20","995178","198130",Rehabilitación o Mejora,883,m2,Si,Asfalto En Caliente Por M2,"883",heterogeneo_asf,Elementos no asfalticos,-65.7473751418606,8.99977571638732,-0.381998497985039,"1",./0.png
"513","512",PI-2023-C-13-E-340-00039969,2023,C13,GOBERNACIÓN DE ANZOÁTEGUI,Oriental,Anzoátegui,Píritu,Píritu,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",211206.635230179,2023/08/10,31.28,211206.635230179,"REHABILITACIÓN INTEGRAL DE 500 M2 (10 MTRS DE LARGO X 50 DE ANCHO) DE VIALIDAD TRAMO DE AUTOPISTA GRAN MARISCAL DE AYACUCHO T9 - TRAMO PIRITU MUNICIPIO PIRITU ESTADO ANZOATEGUI
","Rehabilitación de Falla de Pavimento en la Autopista Gran Mariscal de Ayacucho, Troncal # 9, y Construcción de Cunetas en V, Torrenteras y Gaviones, en el Sector Comunidad Indígena Guariguata, Municipio Piritu Edo. Anzoátegui.",Culminado,"20","20","1108767","277965",Rehabilitación o Mejora,600,m2,Si,Piedra Picada (Ton),"443",heterogeneo_asf,Elementos no asfalticos,-65.0260478043338,10.0242923278085,2.15315075660022,"3",./2.png
"514","513",PI-2023-C-13-E-353-00040010,2023,C13,GOBERNACIÓN DE MONAGAS,Oriental,Monagas,Maturín,Santa Cruz,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),99915.2902813299,2023/08/10,31.28,99915.2902813299,"Pavimentación De La Vía Principal De Acceso Al Sector Las Carolinas, Ubicado En La Parroquia Santa Cruz, Municipio
Maturín, Estado Monagas. Etapa III","Saneamiento de bombas, Colocación De 765 Toneladas De Mezcla Asfáltica En Caliente, Carpeta Corrida, Empleando
Maquinaria Pesada, incluye la construcción de reductores de velocidad, construcción de paso peatonal, demarcación y
señalización. Para",Culminado,"20","20","1071656","475826",Rehabilitación o Mejora,765,m2,Si,Asfalto,"765",carpeta,Elementos no asfalticos,-63.225919528114,9.68910151280591,0.524421199652973,"2",./0.png
"515","514",PI-2023-C-13-E-354-00040039,2023,C13,GOBERNACIÓN DE NUEVA ESPARTA,Oriental,Nueva Esparta,Mariño,Capital Mariño,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),67135.5498721228,2023/08/10,31.28,67135.5498721228,"Construcción vía de acceso Villas de Campo Santo, Municipio Mariño, Estado Bolivariano de Nueva Esparta","Acondicionamiento de 1300 m2 de la superficie de apoyo, construcción de 187 m3 de base de piedra picada tipo, colocación de 1500 m2 de riego de adherencia empleando material asfaltico tipo, suministro y colocación de 390 tn de mezcla asfáltica en cal",Culminado,"20","20","1211363","402569",Construcción Inicial,1500,m2,Si,Mezcla Asfaltica En Caliente En Toneladas,"390",carpeta,Elementos no asfalticos,-63.888391026401,10.9475504417297,0.044695376426809,"2",./0.png
"516","515",PI-2023-C-14-E-271-00040291,2023,C14,ALCALDÍA DE SANTA MARÍA DE IPIRE (EDO. GUÁRICO),Los LLanos,Guárico,Santa María De Ipire,Santa María De Ipire,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),21023.0179028133,2023/08/10,31.28,21023.0179028133,"BACHEO DE LA CALLE TÁCHIRA DEL SECTOR CENTRO, DEL MUNICIPIO SANTA MARIA DE IPIRE, ESTADO GUÁRICO","CONSISTE EN LA ESCARIFICACIÓN DE LA VÍA PRINCIPALMENTE EN LAS DIFERENTES ÁREAS CRÍTICAS DE LA CALLE TÁCHIRA E IMPRESIÓN DE 185,64 TONELADAS DE ASFALTO CALIENTE PARA ASÍ LOGRAR LA REHABILITACIÓN DE 1.065,72 MTS2 DE LA VIALIDAD EMPLEANDO MAQUINARIA",Culminado,"20","20","974741","244630",Rehabilitación o Mejora,1065.72,m2,Si,Asfalto En Caliente Por M2,"1066",heterogeneo_asf,Elementos no asfalticos,-65.3216101465144,8.8190817684873,-0.630153541955911,"1",./0.png
"517","516",PI-2023-C-14-E-99-00040053,2023,C14,ALCALDÍA DE EZEQUIEL ZAMORA (EDO. MONAGAS),Oriental,Monagas,Ezequiel Zamora,Capital Ezequiel Zamora,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),59409.2071611253,2023/08/10,31.28,59409.2071611253,"BACHEO Y REPAVIMENTACIÓN DE CALLE PRINCIPAL DEL SECTOR CENTRO DE PUNTA DE MATA, MUNICIPIO EZEQUIEL ZAMORA, ESTADO MONAGAS","El proyecto contempla restauración de la calle principal ubicada en el sector centro de la ciudad de Punta de Mata, que comunican varios sectores de esta, los trabajos incluyen bacheo y repavimentación de un tramo de 350 m, con mezcla asfáltica tipo B",Culminado,"20","20","1071528","433691",Rehabilitación o Mejora,2275,m2,Si,Mezcla Asfaltica Tipo Bac-1 (Ton),"300",bacheo/carpeta,Elementos no asfalticos,-63.604167782899,9.69019053897371,-0.068378310896219,"1",./0.png
"518","517",PI-2023-C-2-E-344-00038725,2023,C2,GOBERNACIÓN DE BOLÍVAR,Sur,Bolívar,Gran Sabana,Santa Elena De Uairen,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",37282.3779193206,2023/02/07,23.55,37282.3779193206,"SUSTITUCIÓN DE TUBERÍAS DE CONCRETO ALCANTARILLAS TRONCAL 10, SECTOR WUARI, A 15 KM DE SANTA ELENA DE UAIRÉN, MUNICIPIO GRAN SABANA, ESTADO BOLÍVAR","CONSISTE EN LA SUSTITUCIÓN DE TUBERÍAS DE CONCRETO DE 48"", 36"" y 21"" PULGADAS POR 2,45 MT DE LARGO, EN EL  SECTOR DE WUARI, A 15 KM DE SANTA ELENA DE UAIRÉN, MUNICIPIO GRAN SABANA, ESTADO BOLÍVAR.",Culminado,"20","20","514198","713555",Rehabilitación o Mejora,500,m2,Si,"Cemento Gris 42,5 Kg.  (Saco)","150",heterogeneo_asf,Elementos no asfalticos,-61.1251862247467,4.56268264624245,-0.392200624340412,"1",./0.png
"519","518",PI-2023-C-2-E-353-00038700,2023,C2,GOBERNACIÓN DE MONAGAS,Oriental,Monagas,Punceres,Cachipo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",132711.264118896,2023/02/07,23.55,132711.264118896,"Rehabilitación por Emergencia Vial En La Troncal 10, Sector 23 De Enero, Municipio Punceres, Estado Monagas II Etapa.","Deforestación, Remoción de capa vegetal y Construcción De Rampas Provisionales para desvío en Carretera Nacional, Con 1500 m³ de material de préstamo granzón, Construcción de alcantarilla de 6 tubos de acero de 26? de diámetro.",Culminado,"20","20","1107325","486093",Rehabilitación o Mejora,1500,m2,,,,heterogeneo_asf,Por descripción,-63.155486619853,9.99337481333819,1.00438459629144,"2",./1.png
"520","519",PI-2023-C-4-E-344-00039032,2023,C4,GOBERNACIÓN DE BOLÍVAR,Sur,Bolívar,Caroní,Universidad,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),39540.6803482587,2023/03/10,24.12,39540.6803482587,"BACHEO Y REPAVIMENTACIÓN ASFÁLTICA DE LA VIALIDAD URBANA DEL SECTOR ALTA VISTA, CARRERA NEKUIMA, UD-263, PARROQUIA UNIVERSIDAD, PUERTO ORDAZ, MUNICIPIO CARONÍ.","BACHEO Y REPAVIMENTACIÓN ASFÁLTICA DE LA VIALIDAD URBANA DEL SECTOR ALTA VISTA, CARRERA NEKUIMA, UD-263, PARROQUIA UNIVERSIDAD, PUERTO ORDAZ, MUNICIPIO CARONÍ
REPARACIÓN: ELEVACIONES Y HUNDIMIENTOS, AGRIETAMIENTOS POR CARGAS (FATIGA), GRIETAS LONGIT",Culminado,"20","20","916753","529597",Rehabilitación o Mejora,2296,m2,Si,Ásfalto Caliente (Toneladas),"1500",bacheo/carpeta,Elementos no asfalticos,-62.732424361856,8.29682969824163,-0.359150759445457,"1",./0.png
"521","520",PI-2023-C-4-E-353-00038935,2023,C4,GOBERNACIÓN DE MONAGAS,Oriental,Monagas,Punceres,Cachipo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",129575.053067993,2023/03/10,24.12,129575.053067993,"Rehabilitación por Emergencia Vial En La Troncal 10, Sector 23 De Enero, Municipio Punceres, Estado Monagas III Etapa.",Suministro y Colocación de 3.000 m3 de material de préstamo granzón para la culminación De Rampas Provisionales en desvío de Carretera Nacional. Construcción de muro de gaviones para estabilización de taludes en cabezales de alcantarillas,Culminado,"20","20","1107325","486093",Rehabilitación o Mejora,3000,m2,Si,Granular Granzon 3m,"3000",heterogeneo_asf,Por descripción,-63.155486619853,9.99337481333819,0.958486690773469,"2",./1.png
"522","521",PI-2023-C-4-E-354-00038986,2023,C4,GOBERNACIÓN DE NUEVA ESPARTA,Oriental,Nueva Esparta,Maneiro,Capital Maneiro,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),186858.793117745,2023/03/10,24.12,186858.793117745,Rehabilitación Avenida Luisa Cáceres de Arismendi desde la Intersección Avenida Jovito Villalba hasta el Retorno de la Estación de Servicio Los Cerritos. Municipio Maneiro. Estado Bolivariano de Nueva Esparta.,"Rehabilitación de 8500 metros cuadrados de vialidad, contempla la realización de los trabajos de bacheo, escarificación y reasfaltado, colocación de 180 toneladas de mezcla asfáltica para bacheo y 777,25 toneladas de mezcla asfáltica tipo en calien",Culminado,"20","20","1215374","411102",Rehabilitación o Mejora,8500,m2,Si,Mezcla Asfaltica Tipo 3 En Caliente En Toneladas,"957",bacheo/carpeta,Elementos no asfalticos,-63.8252924329232,11.0198104100432,1.79682430448812,"2",./1.png
"523","522",PI-2023-C-5-E-210-00039064,2023,C5,ALCALDÍA DE PÁEZ (EDO. MIRANDA),Central,Miranda,Páez,Río Chico,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",60744.3498759305,2023/03/21,24.18,60744.3498759305,"REHABILITACIÓN DEL ALA NORTE DE UN TRAMO DE LA AVENIDA PRINCIPAL VÍA LOS CANALES DE RIO CHICO, INICIANDO DESDE EL MODULO POLICIAL, HASTA LA PRIMERA INTERCESIÓN CON LA AVENIDA 5, PARROQUIA RIO CHICO, MUNICIPIO PAEZ DEL ESTADO BOLIVARIANO DE MIRANDA.","CONSISTE EN LA APLICACIÓN DE 500 TONELADAS DE MEZCLA ASFÁLTICA EN CALIENTE EN 379 METROS LINEALES EN UN TRAMO DE LA AVENIDA PRINCIPAL VÍA LOS CANALES DE RIO CHICO, INICIANDO DESDE EL MODULO POLICIAL, HASTA LA PRIMERA INTERCESIÓN CON LA AVENIDA 5, DEB",Culminado,"20","20","1145671","175291",Rehabilitación o Mejora,3032,m2,Si,Mezcla Asfaltica En Caliente (Toneladas),"500",bacheo/carpeta,Elementos no asfalticos,-65.9677823710978,10.3494440633672,-0.04883872852038,"1",./0.png
"524","523",PI-2023-C-5-E-306-00039048,2023,C5,ALCALDÍA DE TUCUPITA (EDO. DELTA AMACURO),Sur,Delta Amacuro,Tucupita,San José,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),80180.3970223325,2023/03/21,24.18,80180.3970223325,"REPAVIMENTACION DE LA CALLE AMACURO, PARROQUIA ASAN JOSE DEL MUNICIPIO TUCUPITA, ESTADO DELTA AMACURO","CONSISTE EN LA REPAVIMENTACION  DE CALLE AMACURO, EN EL TRAMO COMPRENDIDO ENTRE CALLE DALLA COSTA CON CALLE PETION,  EL CUAL  TIENE APROX. 1860 M2,MEDIANTE, COLOCACION DE 1860M2 DE MATERIAL ASFALTICO TIPO RC-250 PARA RIEGO DE ADHERENCIA, Y COLOCACION DE",Culminado,"20","20","1001751","604021",Rehabilitación o Mejora,1860,m2,Si,Mezcla Asfaltica Tipo Ii,"270",carpeta,Elementos no asfalticos,-62.0519566294012,9.06190493824751,0.235604455018417,"2",./0.png
"525","524",PI-2023-C-5-E-90-00039123,2023,C5,ALCALDÍA DE DÍAZ (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Díaz,Capital Díaz,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",60020.7113316791,2023/03/21,24.18,60020.7113316791,"Rehabilitación de tramo de 120 m de la carretera San Juan Bautista, parroquia San Juan, Municipio Díaz, Estado Bolivariano de Nueva Esparta.",Consiste en 1. Levantamiento topografico 2. Transporte de maquinaria pesada  para movimiento de asfalto 3. Corte de pavimento de asfalto 4. Demolicion de pavimento de asfalto con equipo pesado 5. Escarificacion de 600 m2 Aprox. 6. Transporte carga y bote,Culminado,"20","20","1214189","392961",Rehabilitación o Mejora,2000,m2,Si,Suministro En Boca De Planta De Mezcla Asfaltica Tipo Iii Toneladas,"282",heterogeneo_asf,Elementos no asfalticos,-63.9809739758286,10.9702175901124,-0.059429053276634,"1",./0.png
"526","525",PI-2023-C-6-E-344-00039255,2023,C6,GOBERNACIÓN DE BOLÍVAR,Sur,Bolívar,Roscio,Sección Capital Roscio,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",60259.8076453843,2023/04/21,24.59,60259.8076453843,"SANEAMIENTO, REHABILITACIÓN Y BACHEO PARCIAL DE LA CARRETERA NACIONAL TRONCAL 10, EN EL TRAMO SANTA ROSA - EL CINTILLO, MUNICIPIO ROSCIO, ESTADO BOLÍVAR. (I ETAPA)","MANTENIMIENTO EXTRAORDINARIO Y CONSERVACIÓN VIAL DEL SISTEMA DE CARRETERAS EXTRAURBANOS EN EL TRAMO SANTA ROSA - EL CINTILLO, MUNICIPIO ROSCIO, DONDE SE APLICARÁ UN MANTENIMIENTO MAYOR, ESTABLECIDAS EN LAS NORMAS COVENIN DE CARRETERAS: ? ELEVACIONES Y",Culminado,"20","20","845851","614544",Rehabilitación o Mejora,2296,m2,Si,Ásfalto Caliente (Toneladas),"4000",bacheo/carpeta,Elementos no asfalticos,-61.9620264866239,7.66630506428135,-0.055929920138582,"1",./0.png
"527","526",PI-2023-C-6-E-347-00039254,2023,C6,GOBERNACIÓN DE DELTA AMACURO,Sur,Delta Amacuro,Tucupita,Monseñor Argimiro García,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),29530.1741595788,2023/04/28,24.69,29530.1741595788,"REPAVIMENTACION Y BACHEO DE LA AVENIDA PERIMETRAL, MUNICIPIO TUCUPITA, ESTADO BOLIVARIANO DELTA AMACURO","BACHEO Y REPAVIMENTACION, CON PAVIMENTO ASFALTICO TIPO II CON MATERIAL DE CANTERA Y RIEGO DE ADHERENCIA RC 250.",Culminado,"20","20","1000613","605221",Rehabilitación o Mejora,1700,m2,Si,Toneladas De Mezcla Asfaltica,"100",bacheo/carpeta,Elementos no asfalticos,-62.0390076140063,9.05924844722696,-0.505652783632513,"1",./0.png
"528","527",PI-2023-C-6-E-354-00039240,2023,C6,GOBERNACIÓN DE NUEVA ESPARTA,Oriental,Nueva Esparta,Maneiro,Capital Maneiro,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),119655.096380643,2023/04/21,24.59,119655.096380643,"Rehabilitación de Avenida Luisa Cáceres, sentido La Asunción Pampatar sector San Lorenzo, Municipio Maneiro","Rehabilitación de 2100 m2 de vialidad, contempla la realización de bacheo, escarificación y reasfaltado, colocación de 275 Toneladas de mezcla asfaltica tipo en caliente para reasfaltado y 25 Toneladas de mezcla asfaltica para bacheo",Culminado,"20","20","1215397","411045",Rehabilitación o Mejora,2100,m2,Si,Mezcla Asfaltica Tipo 3 En Caliente En Toneladas,"300",bacheo/carpeta,Elementos no asfalticos,-63.8168798163797,11.0030310210265,0.813309842854606,"2",./1.png
"529","528",PI-2023-C-7-E-111-00039225,2023,C7,ALCALDÍA DE GARCÍA (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,García,Francisco Fajardo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),32614.8840992273,2023/04/21,24.59,32614.8840992273,"BACHEOS EN LA CALLE PRINCIPAL DE LA CRUZ DEL PASTEL, SECTOR CONUCO VIEJO, MUNICIPIO GARCIA.","ESTE PROYECTO CONSISTE EN LA DEMOLICIÓN DE PAVIMENTO ASFÁLTICO, CARGA Y BOTE DE
ESCOMBROS, PREPARACIÓN DE LA BASE CON MATERIAL DE PRÉSTAMO MEJORADO PARA
SUMINISTRO Y COLOCACIÓN DE ASFALTO",Culminado,"20","20","1210388","397918",Rehabilitación o Mejora,1024,m2,Si,Mezcla Asfáltica Tipo Iii Toneladas,"120",bacheo,Elementos no asfalticos,-63.9292958943704,10.9473111079563,-0.460508587957425,"1",./0.png
"530","529",PI-2023-C-7-E-111-00039234,2023,C7,ALCALDÍA DE GARCÍA (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,García,Capital García,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),33346.8889792599,2023/04/21,24.59,33346.8889792599,"REHABILITACION DE CALLE SUNIAGA, SECTOR CONUCO LARGO, PARROQUIA CAPITAL, MUNICIPIO GARCIA.","ESTE PROYECTO CONSISTE EN LA DEMOLICIÓN DE PAVIMENTO ASFÁLTICO, CARGA Y BOTE DE
ESCOMBROS, PREPARACIÓN DE LA BASE CON MATERIAL DE PRÉSTAMO MEJORADO PARA
SUMINISTRO Y COLOCACIÓN DE ASFALTO.",Culminado,"20","20","1213415","404470",Rehabilitación o Mejora,1080,m2,Si,Mezcla Asfáltica Tipo Iii Toneladas,"126",carpeta,Elementos no asfalticos,-63.8738345489025,10.9766658490127,-0.449795823326118,"1",./0.png
